index	type	text	text_ES	Go To	conditions	actions	requisites
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 184 градуса.		2511	VariableEqual#fire_temperature,184		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 185 градусов.		2511	VariableEqual#fire_temperature,185		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 186 градусов.		2511	VariableEqual#fire_temperature,186		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 187 градусов.		2511	VariableEqual#fire_temperature,187		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 188 градусов.		2511	VariableEqual#fire_temperature,188		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 189 градусов.		2511	VariableEqual#fire_temperature,189		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 190 градуса.		2511	VariableEqual#fire_temperature,190		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 191 градус.		2511	VariableEqual#fire_temperature,191		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 192 градуса.		2511	VariableEqual#fire_temperature,192		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 193 градуса.		2511	VariableEqual#fire_temperature,193		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 194 градуса.		2511	VariableEqual#fire_temperature,194		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 195 градусов.		2511	VariableEqual#fire_temperature,195		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 196 градусов.		2511	VariableEqual#fire_temperature,196		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 197 градусов.		2511	VariableEqual#fire_temperature,197		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 198 градусов.		2511	VariableEqual#fire_temperature,198		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 199 градусов.		2511	VariableEqual#fire_temperature,199		
2510	Q	Сейчас сила пламени на глаз оценивается вами приблизительно в 200 градусов.		2511	VariableEqual#fire_temperature,200		
2511	A	-		2510	VariableEqual#temperature_minus,0	"SetVariable#temperature_plus,0;IncVariable#temperature_minus,1"	
2511	A	+		2510	VariableEqual#temperature_plus,0	"SetVariable#temperature_minus,0;IncVariable#temperature_plus,1"	
2511	A	Уменьшить силу пламени на 5 градусов.		2510	"VariableGreater#temperature_minus,1;VariableGreater#fire_temperature,6"	DecVariable#fire_temperature,5	
2511	A	Уменьшить силу пламени на 50 градусов.		2510	"VariableGreater#temperature_minus,1;VariableGreater#fire_temperature,51"	DecVariable#fire_temperature,50	
2511	A	Увеличить силу пламени на 5 градусов.		2510	"VariableGreater#temperature_plus,1;VariableLower#fire_temperature,196"	IncVariable#fire_temperature,5	
2511	A	Увеличить силу пламени на 50 градусов.		2510	"VariableGreater#temperature_plus,1;VariableLower#fire_temperature,151"	IncVariable#fire_temperature,50	
2511	A	Завершить изменение силы огня.		2500			
2520	Q	Вы смотрите на алхимически-магическое устройство и думаете какое время отмерить.		2521			
2520	Q	Вы выставляете на магическом устройстве приблизительно 5 минут.		2521	VariableEqual#potion_timer,5		
2520	Q	Вы выставляете на магическом устройстве приблизительно 10 минут.		2521	VariableEqual#potion_timer,10		
2520	Q	Вы выставляете на магическом устройстве приблизительно 15 минут.		2521	VariableEqual#potion_timer,15		
2520	Q	Вы выставляете на магическом устройстве приблизительно 20 минут.		2521	VariableEqual#potion_timer,20		
2520	Q	Вы выставляете на магическом устройстве приблизительно 25 минут.		2521	VariableEqual#potion_timer,25		
2520	Q	Вы выставляете на магическом устройстве приблизительно 30 минут.		2521	VariableEqual#potion_timer,30		
2520	Q	Вы выставляете на магическом устройстве приблизительно 35 минут.		2521	VariableEqual#potion_timer,35		
2520	Q	Вы выставляете на магическом устройстве приблизительно 40 минут.		2521	VariableEqual#potion_timer,40		
2520	Q	Вы выставляете на магическом устройстве приблизительно 45 минут.		2521	VariableEqual#potion_timer,45		
2520	Q	Вы выставляете на магическом устройстве приблизительно 50 минут.		2521	VariableEqual#potion_timer,50		
2520	Q	Вы выставляете на магическом устройстве приблизительно 55 минут.		2521	VariableEqual#potion_timer,55		
2520	Q	Вы выставляете на магическом устройстве приблизительно 60 минут.		2521	VariableEqual#potion_timer,60		
2521	A	-		2520	VariableEqual#ptimer_minus,0	"SetVariable#ptimer_plus,0;IncVariable#ptimer_minus,1"	
2521	A	+		2520	VariableEqual#ptimer_plus,0	"SetVariable#ptimer_minus,0;IncVariable#ptimer_plus,1"	
2521	A	Слабо повернуть механизм регулировки левее.		2520	"VariableGreater#ptimer_minus,1;VariableGreater#ptimer_minus,6"	DecVariable#fire_temperature,5	
2521	A	Крутить механизм регулировки влево.		2520	"VariableGreater#ptimer_minus,1;VariableGreater#ptimer_minus,31"	DecVariable#fire_temperature,30	
2521	A	Слабо повернуть механизм регулировки правее.		2520	"VariableGreater#ptimer_plus,1;VariableLower#ptimer_minus,56"	IncVariable#fire_temperature,5	
2521	A	Крутить механизм регулировки вправо.		2520	"VariableGreater#ptimer_plus,1;VariableLower#ptimer_minus,31"	IncVariable#fire_temperature,30	
2521	A	Завершить изменение времени.		2500			
2600	Q	По прошествию времени вы подходите к столу. Цвет зелья приготовленному вами не похож ни на какой из вам известных, во время переливания зелья в колбу происходит взрыв однавременно обжигая и обмораживая ваши руки, несколько капель разлетевшихся капель попадает вам на лицо, вы ощущаете несколько ожогов от ваших неудачных эксперементов.		2700		"LoseHPFire#50;LoseHPCold#50;LoseHPToxic75"	
4000	Q	Вы вылили образец.		4001			
4001	A	Далее		1000		"SetVariable#start_alchemy,0;SetVariable#red_orchid,0;SetVariable#blue_orchid,0;SetVariable#merple,0;SetVariable#tesur,0;SetVariable#deadly_mushroom,0;SetVariable#glowing_mushroom,0;SetVariable#golden_apple,0;SetVariable#fire_salt,0;SetVariable#living_ice,0;SetVariable#sparkling_powder,0;SetVariable#coral_mamba_fang,0;SetVariable#mamba_fang,0;SetVariable#skull,0;SetVariable#spider_glands,0;SetVariable#ruby_powder,0;SetVariable#sapphire_powder,0;SetVariable#emerald_powder,0;SetVariable#steel_dust,0;SetVariable#apple,0;SetVariable#demon_horn,0;SetVariable#lousk_claw,0;SetVariable#lousk_scales,0;SetVariable#lousk_heart,0;SetVariable#ectoplasm,0;SetVariable#manticore_eye,0;SetVariable#manticore_sting,0;SetVariable#eltess,0;SetVariable#giants_finger,0;SetVariable#scarlet_moss,0;SetVariable#night_orchid,0;SetVariable#bone_shards,0;SetVariable#zertella,0;SetVariable#harbinger_of_doom,0;SetVariable#azure_berries,0;SetVariable#ashen_rose,0;SetVariable#shard_of_pure_ice,0;SetVariable#holy_water,0;SetVariable#liquid_fire,0;SetVariable#lousk_scales,0;SetVariable#lousk_heart,0;SetVariable#ashen_plant,0;SetVariable#demon_heart,0;SetVariable#vampire_dust,0;SetVariable#gwensdalin_lotus,0;SetVariable#black_rose,0;SetVariable#blood_vampire,0;SetVariable#fire_temperature,0;SetVariable#temperature_plus,0;SetVariable#temperature_minus,0"	
