index	type	text	text_ES	Go To	conditions	actions
511	A	Булава из голубой стали		0	"PlayerHasItems#12003,3;PlayerHasItems#12026,2;PlayerHasItem#535"	"LoseItems#12003,3;LoseItems#12026,2;LoseItem#535;GainItem#25001"
511	A	Костяная булава		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#617"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#617;GainItem#25002"
511	A	Воющая булава		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#769"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#769;GainItem#25003"
511	A	Серебряная булава		0	"PlayerHasItems#12010,3;PlayerHasItems#12026,2;PlayerHasItem#705"	"LoseItems#12010,3;LoseItems#12026,2;LoseItem#705;GainItem#25004"
511	A	Зимний камень		0	"PlayerHasItems#12010,3;PlayerHasItems#12026,2;PlayerHasItem#584"	"LoseItems#12010,3;LoseItems#12026,2;LoseItem#584;GainItem#25005"
511	A	Костолом		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#540"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#540;GainItem#25006"
511	A	Кулак железного голема		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#724"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#724;GainItem#25007"
511	A	Магическая костяная булава		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#618"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#618;GainItem#25008"
511	A	Зверобой		0	"PlayerHasItems#12003,3;PlayerHasItems#12026,2;PlayerHasItem#579"	"LoseItems#12003,3;LoseItems#12026,2;LoseItem#579;GainItem#25009"
511	A	Огнекрушитель		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#585"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#585;GainItem#25010"
511	A	Духобой		0	"PlayerHasItems#12003,3;PlayerHasItems#12026,2;PlayerHasItem#718"	"LoseItems#12003,3;LoseItems#12026,2;LoseItem#718;GainItem#25011"
511	A	Ледниковый камень		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#620"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#620;GainItem#25012"
511	A	Кулак владыки		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#775"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#775;GainItem#25013"
511	A	Полночь		0	"PlayerHasItems#12001,3;PlayerHasItems#12026,2;PlayerHasItem#762"	"LoseItems#12001,3;LoseItems#12026,2;LoseItem#762;GainItem#25014"
511	A	Назад		3		
151	Q	Улучшение цепов требует 4 слитка		512		
512	A	Назад		3		
160	Q	Улучшение палочек требует 8 древесины		513		
513	A	Ивовая Палочка		0	"PlayerHasItems#12026,8;PlayerHasItem#370"	"LoseItems#12026,8;LoseItem#370;GainItem#31000"
513	A	Опаляющий Жезл		0	"PlayerHasItems#12026,8;PlayerHasItem#372"	"LoseItems#12026,8;LoseItem#372;GainItem#31001"
513	A	Дубовая Палочка		0	"PlayerHasItems#12026,8;PlayerHasItem#371"	"LoseItems#12026,8;LoseItem#371;GainItem#31002"
513	A	Вязовая палочкал		0	"PlayerHasItems#12026,8;PlayerHasItem#391"	"LoseItems#12026,8;LoseItem#391;GainItem#31003"
513	A	Палочка Батракса		0	"PlayerHasItems#12026,8;PlayerHasItem#374"	"LoseItems#12026,8;LoseItem#374;GainItem#31004"
513	A	Невидимый Кулак		0	"PlayerHasItems#12026,8;PlayerHasItem#395"	"LoseItems#12026,8;LoseItem#395;GainItem#31005"
513	A	Толассианская палочка		0	"PlayerHasItems#12026,8;PlayerHasItem#386"	"LoseItems#12026,8;LoseItem#386;GainItem#31006"
513	A	Эмиттер Теслы		0	"PlayerHasItems#12026,8;PlayerHasItem#398"	"LoseItems#12026,8;LoseItem#398;GainItem#31007"
513	A	Палочка Мага		0	"PlayerHasItems#12026,8;PlayerHasItem#361"	"LoseItems#12026,8;LoseItem#361;GainItem#31008"
513	A	Сжигающий Жезл		0	"PlayerHasItems#12026,8;PlayerHasItem#390"	"LoseItems#12026,8;LoseItem#390;GainItem#31009"
513	A	Палочка Штормов		0	"PlayerHasItems#12026,8;PlayerHasItem#385"	"LoseItems#12026,8;LoseItem#385;GainItem#31010"
513	A	Кислотный распылитель		0	"PlayerHasItems#12026,8;PlayerHasItem#375"	"LoseItems#12026,8;LoseItem#375;GainItem#31011"
513	A	Ветка Священного Дерева		0	"PlayerHasItems#12026,8;PlayerHasItem#363"	"LoseItems#12026,8;LoseItem#363;GainItem#31012"
513	A	Кристаллическая Палочка		0	"PlayerHasItems#12026,8;PlayerHasItem#368"	"LoseItems#12026,8;LoseItem#368;GainItem#31013"
513	A	Золотой Жезл		0	"PlayerHasItems#12026,8;PlayerHasItem#779"	"LoseItems#12026,8;LoseItem#779;GainItem#31014"
513	A	Ледяная Палочка		0	"PlayerHasItems#12026,8;PlayerHasItem#373"	"LoseItems#12026,8;LoseItem#373;GainItem#31015"
513	A	Имперская палочка боевого мага		0	"PlayerHasItems#12026,8;PlayerHasItem#389"	"LoseItems#12026,8;LoseItem#389;GainItem#31016"
513	A	Скипетр Преисподней		0	"PlayerHasItems#12026,8;PlayerHasItem#360"	"LoseItems#12026,8;LoseItem#360;GainItem#31017"
513	A	Опаляющий Жезл		0	"PlayerHasItems#12026,8;PlayerHasItem#372"	"LoseItems#12026,8;LoseItem#372;GainItem#31018"
513	A	Назад		3		
161	Q	Улучшение посохов требует 5 древесины и 1 камень соответствующий стихии оружия (Рубин, Циркон, Сапфир, Аметист, Изумруд, Цитрин)		514		
514	A	Посох Силы		0	"PlayerHasItems#12026,5;PlayerHasItem#380"	"LoseItems#12026,5;LoseItem#380;GainItem#30000"
514	A	Пылающий Кадуцей		0	"PlayerHasItems#12026,5;PlayerHasItem#2013;PlayerHasItem#381"	"LoseItems#12026,5;LoseItem#2013;LoseItem#381;GainItem#30001"
514	A	Посох мощных снарядов		0	"PlayerHasItems#12026,5;PlayerHasItem#392"	"LoseItems#12026,5;LoseItem#392;GainItem#30002"
514	A	Великий Посох Магмы		0	"PlayerHasItems#12026,5;PlayerHasItem#2013;PlayerHasItem#393"	"LoseItems#12026,5;LoseItem#2013;LoseItem#393;GainItem#30003"
514	A	Жезл теслы		0	"PlayerHasItems#12026,5;PlayerHasItem#2014;PlayerHasItem#399"	"LoseItems#12026,5;LoseItem#2014;LoseItem#399;GainItem#30004"
514	A	Первая Зима		0	"PlayerHasItems#12026,5;PlayerHasItem#50010;PlayerHasItem#394"	"LoseItems#12026,5;LoseItem#50010;LoseItem#394;GainItem#30005"
514	A	Посох Мага		0	"PlayerHasItems#12026,5;PlayerHasItem#362"	"LoseItems#12026,5;LoseItem#362;GainItem#30006"
514	A	Посох Путешественника		0	"PlayerHasItems#12026,5;PlayerHasItem#2014;PlayerHasItem#364"	"LoseItems#12026,5;LoseItem#2014;LoseItem#364;GainItem#30007"
514	A	Великий Толласианский Посох		0	"PlayerHasItems#12026,5;PlayerHasItem#50004;PlayerHasItem#387"	"LoseItems#12026,5;LoseItem#50004;LoseItem#387;GainItem#30008"
514	A	Посох штормов		0	"PlayerHasItems#12026,5;PlayerHasItem#2014;PlayerHasItem#388"	"LoseItems#12026,5;LoseItem#2014;LoseItem#388;GainItem#30009"
514	A	Посох Морей		0	"PlayerHasItems#12026,5;PlayerHasItem#50010;PlayerHasItem#384"	"LoseItems#12026,5;LoseItem#50010;LoseItem#384;GainItem#30010"
514	A	Поляризованный Посох		0	"PlayerHasItems#12026,5;PlayerHasItem#2014;PlayerHasItem#376"	"LoseItems#12026,5;LoseItem#2014;LoseItem#376;GainItem#30011"
514	A	Посох Воздействия		0	"PlayerHasItems#12026,5;PlayerHasItem#365"	"LoseItems#12026,5;LoseItem#365;GainItem#30012"
514	A	Посох Мёртвых Королей		0	"PlayerHasItems#12026,5;PlayerHasItem#50004;PlayerHasItem#366"	"LoseItems#12026,5;LoseItem#50004;LoseItem#366;GainItem#30013"
514	A	Посох Чудес		0	"PlayerHasItems#12026,5;PlayerHasItem#50008;PlayerHasItem#369"	"LoseItems#12026,5;LoseItem#50008;LoseItem#369;GainItem#30014"
514	A	Осквернитель		0	"PlayerHasItems#12026,5;PlayerHasItem#2012;PlayerHasItem#396"	"LoseItems#12026,5;LoseItem#2012;LoseItem#396;GainItem#30015"
514	A	Посох Кислоты		0	"PlayerHasItems#12026,5;PlayerHasItem#2012;PlayerHasItem#383"	"LoseItems#12026,5;LoseItem#2012;LoseItem#383;GainItem#30016"
514	A	Назад		3		
800	Q	В основном всё идёт под заказ, но и для подобных случаев, я оставлял лишний товар.		0		OpenShop#
